start,end,duration_days,max_intensity_degC,mean_intensity_degC
2017-08-16,2017-08-20,5,0.24303417205810618,0.19684768676757827
2017-10-12,2017-10-23,12,0.41246795654296875,0.1744483788808188
2018-01-05,2018-01-09,5,0.10004711151123047,0.05664043426513672
2018-01-19,2018-01-25,7,0.09513530731201136,0.058725983755929335
2018-01-29,2018-02-05,8,0.17034149169921875,0.10572140216827441
2018-02-07,2018-02-12,6,0.1067174911499027,0.06756548881530773
2018-04-12,2018-06-25,75,1.451468658447265,0.6760000368754068
2018-07-08,2018-07-17,10,0.5365495681762695,0.30383125305175723
2018-07-19,2018-09-26,70,1.4751548767089844,0.8487020519801548
2018-10-09,2018-10-26,18,0.47117061614990163,0.2778910213046605
2018-11-09,2018-12-06,28,0.30299205780029226,0.17210290091378358
2018-12-08,2018-12-17,10,0.15319347381591797,0.0724597740173337
2018-12-22,2019-01-09,19,0.2521165847778324,0.10090429908350881
2019-06-16,2019-07-14,29,1.0298353195190444,0.5534059919159989
2019-07-20,2019-07-27,8,0.4361480712890611,0.29558050632476807
2019-08-08,2020-03-16,222,1.0146350860595703,0.4297174273310481
2020-04-10,2020-04-20,11,0.35452842712402344,0.19481991854580938
2020-04-25,2020-05-06,12,0.4307176589965813,0.2782005310058591
2020-05-14,2020-05-23,10,0.6143741607666016,0.3361358451843259
2020-07-30,2020-08-04,6,0.4710979461669922,0.3747593879699706
2020-08-08,2021-04-03,239,1.438949394226075,0.5678494122237842
2021-04-30,2021-05-04,5,0.35673446655273366,0.12955738067626896
2021-06-27,2021-07-12,16,0.28795089721679545,0.19923492670059173
2021-07-29,2021-10-21,85,1.0675970077514663,0.39220470877254715
2021-11-07,2021-12-05,29,0.5779714584350586,0.2928291123488854
2021-12-30,2022-02-23,56,0.3419203758239746,0.16703375918524616
2022-05-15,2022-05-20,6,0.9120491027832038,0.4862293561299638
2022-05-26,2022-09-26,124,1.24687213897705,0.7229363549140191
2022-10-09,2023-04-03,177,1.5287993431091298,0.689214757068009
2023-04-10,2023-04-18,9,0.1929301261901859,0.09424113167656757
2023-04-23,2023-05-02,10,0.4199745178222649,0.2575133895874021
2023-06-23,2023-06-30,8,0.21296653747558736,0.0753658294677737
2023-07-04,2023-08-07,35,2.1425970077514656,1.0303099223545618
2023-08-11,2024-05-01,265,1.8151066780090321,0.8490386833334869
2024-06-02,2024-06-27,26,0.994807243347168,0.5101854471059948
2024-07-08,2024-12-31,177,1.9741445541381815,1.0429130489543332
